#,"Total Backlinks","Domain Rating","URL Rating (desc)","Referring Domains","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",TextPre,"Link Anchor",TextPost,Type,"Backlink Status","First Seen","Last Check","Day Lost",Language,Traffic,Keywords,"Js rendered","Linked Domains"
142,10,36,8,0,http://c77971.ru-capital.ru/office/,"Центр пластической хирургии «СМ-Пластика» - Москва. Центр пластической хирургии «СМ-Пластика» выполняет эстетическую корре",21,2,http://sm-plastica.ru/,Сайт:,http://sm-plastica.ru/,,"Nofollow, Content",,"2020-06-07 20:28:14","2020-06-07 20:28:14",,ru,0,0,,1
143,3,33,8,0,https://centr-hirurgii.ru/action/nedelya-plasticheskoy-khirurgii-dlya-prekrasnykh-dam/,"Неделя пластической хирургии для прекрасных дам | Акции Центра хирургии СМ-Клиника в Москве",63,21,http://sm-plastica.ru/,"да еще и на очень выгодных условиях, можно реализовать благодаря","Неделе пластической хирургии для прекрасных дам",", которую мы организуем с 20 марта по 2 апреля","Dofollow, Content",,"2019-04-14 14:22:36","2020-05-12 10:42:17",,ru,0,0,,13
144,1,33,8,0,https://centr-hirurgii.ru/action/aktsiya-nedelya-plasticheskoy-khirurgii-dlya-muzhchin/,"Акция «Неделя пластической хирургии для мужчин» | Акции Центра хирургии СМ-Клиника в Москве",63,20,http://sm-plastica.ru/services/esteticheskaya-plastika/,"Подробности на сайте:",mensplasticweek.smclinic.ru,,"Dofollow, Content",,"2019-04-03 08:54:39","2020-05-12 09:10:45",,ru,0,0,,13
145,2,33,8,0,https://centr-hirurgii.ru/action/nedelya-zhenskoy-plasticheskoy-khirurgii/,"Акция «Неделя женской пластической хирургии» | Акции Центра хирургии СМ-Клиника в Москве",63,21,http://sm-plastica.ru/stock/plastika-grudi/,,"Получите купон на скидку прямо сейчас",,"Dofollow, Content",,"2018-11-21 06:03:18","2020-05-09 08:30:34",,ru,0,0,,13
146,1,33,8,0,https://centr-hirurgii.ru/doctors/all/,"Все хирурги и оперирующие специалисты Центра хирургии «СМ-Клиника»",415,25,https://www.sm-plastica.ru/experts/khristenko-anna-ivanovna/,,"Христенко Анна Ивановна",,"Dofollow, Image",,"2019-10-27 17:46:16","2020-06-08 20:37:41",,ru,0,1,,13
147,1,33,8,0,https://centr-hirurgii.ru/doctors/all/,"Все хирурги и оперирующие специалисты Центра хирургии «СМ-Клиника»",415,25,https://www.sm-plastica.ru/experts/li-aleksandr-gennadevich/,,"Ли Александр Геннадьевич",,"Dofollow, Image",,"2019-03-23 22:34:26","2020-06-08 20:37:41",,ru,0,1,,13
148,1,33,8,0,https://centr-hirurgii.ru/doctors/all/,"Все хирурги и оперирующие специалисты Центра хирургии «СМ-Клиника»",415,25,https://www.sm-plastica.ru/experts/nozhin-sergey-yurevich/,,"Ножин Сергей Юрьевич",,"Dofollow, Image",,"2020-02-10 10:43:38","2020-06-08 20:37:41",,ru,0,1,,13
149,1,33,8,0,https://centr-hirurgii.ru/doctors/all/,"Все хирурги и оперирующие специалисты Центра хирургии «СМ-Клиника»",415,25,https://www.sm-plastica.ru/experts/pakhilin-dmitriy-viktorovich/,,"Пахилин Дмитрий Викторович",,"Dofollow, Image",,"2019-03-23 22:34:26","2020-06-08 20:37:41",,ru,0,1,,13
150,1,33,8,0,https://centr-hirurgii.ru/doctors/all/,"Все хирурги и оперирующие специалисты Центра хирургии «СМ-Клиника»",415,25,https://www.sm-plastica.ru/experts/shchepelin-mikhail-andreevich/,,"Щепелин Михаил Андреевич",,"Dofollow, Image",,"2019-03-12 15:59:45","2020-06-08 20:37:41",,ru,0,1,,13
151,1,33,8,0,https://centr-hirurgii.ru/doctors/all/,"Все хирурги и оперирующие специалисты Центра хирургии «СМ-Клиника»",415,25,https://www.sm-plastica.ru/experts/sizov-sergey-vladimirovich/,,"Сизов Сергей Владимирович",,"Dofollow, Image",,"2019-10-03 03:43:13","2020-06-08 20:37:41",,ru,0,1,,13
152,1,33,8,0,https://centr-hirurgii.ru/service/consultations/,"Консультация хирурга: цены в Москве ǀ Недорогая консультация врача хирурга по записи в центре хирургии «СМ-Клиника»",109,17,https://www.sm-plastica.ru/,"Детского хирурга","Пластического хирурга",,"Dofollow, Image",,"2020-06-11 15:11:23","2020-06-11 15:11:23",,ru,0,0,,13
153,2,33,8,0,https://centr-hirurgii.ru/about/news/spetsialnye-tseny-na-operatsiyu-po-uvelicheniyu-grudi/,"Специальные цены на операцию по увеличению груди | Новости Центра хирургии СМ-Клиника»",51,17,http://sm-plastica.ru/stock/aktsiya-plastika-grudi-2018/,"«СМ-Клиника» эту операцию можно сделать по специальным ценам в рамках","акции «Пластика груди».",,"Dofollow, Content",,"2018-11-28 20:37:00","2020-05-20 11:38:28",,ru,0,0,,13
154,2,31,8,0,http://vseoplastike.ru/articles/detail/87199,"Риносептопластика: ценность открытия",128,36,https://www.sm-plastica.ru/services/plastika-litsa-i-shei/plastika-nosa-rinoplastika/,,Риносептопластика,"поддерживает структурное единство носа и создает крепкий, функциональный, эстетически приятный","Dofollow, Content",,"2019-06-05 22:10:59","2020-05-17 00:45:57",,ru,0,0,,28
155,4,18,8,1,https://www.krasota-na-million.ru/5-sezon/itogi-operatsij-anastasii/,"Итоги операций Анастасии - КРАСОТА НА МИЛЛИОН",56,23,http://sm-plastica.ru/,"Клиника пластической хирургии",«СМ-Пластика»,,"Dofollow, Content",,"2020-01-17 12:20:24","2020-06-12 12:42:12",,ru,0,0,,11
156,1,27,8,0,https://linkstats.info/sm-plastica.ru/,"sm-plastica.ru | 5.53.123.190 DNS domain, Similar Websites, Website link, Websites Same Server",88,10,http://sm-plastica.ru/,sm-plastica.ru,,,Nofollow,,"2019-12-17 12:04:03","2020-03-26 13:15:09",,en,0,0,,9
157,1,27,8,0,https://linkstats.info/sm-plastica.ru/,"sm-plastica.ru | 5.53.123.190 DNS domain, Similar Websites, Website link, Websites Same Server",88,10,https://www.sm-plastica.ru/,"«СМ-Пластика» — клиника пластической хирургии, центр ...",,,Nofollow,,"2019-12-17 12:04:03","2020-03-26 13:15:09",,en,0,0,,9
158,18,27,8,0,http://www.med-catalog.com/catalog/category/hirurgiya/site/20120.html,"Центр пластической хирургии «СМ-Пластика» - Хирургия",56,4,http://sm-plastica.ru/,"Адрес сайта -",http://sm-plastica.ru,,"Dofollow, Content",,"2018-06-14 03:49:46","2020-04-18 19:53:00",,ru,0,0,,2
159,2,30,8,0,https://www.sm-estetica.ru/offers/7772/,"Позвольте себе большие возможности с «СМ-Пластика»! | Специальные предложения СМ-Косметология",24,16,http://sm-plastica.ru/stock/plastika-novie-tseni/,,"Узнать стоимость ...",,"Dofollow, Content",,"2019-02-28 16:37:27","2020-05-13 01:43:43",,ru,3.4,1,,13
160,1,30,8,0,http://www.finatica.com/companies/193612/news/2a730d76-aa41-4b7f-ad36-72ef74e3ae3c/,"Когда необходима блефаропластика",23,9,https://www.sm-plastica.ru/,,https://www.sm-plastica.ru,,Dofollow,,"2019-07-31 12:31:56","2020-05-20 04:32:43",,ru,0,0,,7
161,1,30,8,0,http://www.finatica.com/companies/193612/news/2a730d76-aa41-4b7f-ad36-72ef74e3ae3c/,"Когда необходима блефаропластика",23,9,https://www.sm-plastica.ru/patients/articles/kogda-nuzhna-blefaroplastika/,,https://www.sm-plastica.ru/patients/articles/kogda-nuzhna-blefaroplastika/,,Dofollow,,"2019-07-31 12:31:56","2020-05-20 04:32:43",,ru,0,0,,7
162,2,28,8,0,https://kiberis.ru/?c=4403,"СМ-Пластика на Клары Цеткин",112,6,http://sm-plastica.ru/,,sm-plastica.ru,,Nofollow,,"2020-05-16 13:01:41","2020-06-08 22:52:49",,,0,0,,4
163,2,29,8,0,http://sm-plastika-43504.pbuy.ru/contacts,"Контакты | «СМ-Пластика»",11,7,http://sm-plastica.ru/,"Центр пластической хирургии",«СМ-Пластика»,"выполняет эстетическую коррекцию контуров лица и тела, реконструктивную пластику ,","Dofollow, Content",,"2020-06-08 01:55:07","2020-06-08 01:55:07",,ru,0,0,,2
164,2,29,8,0,http://sm-plastika-43504.pbuy.ru/contacts,"Контакты | «СМ-Пластика»",11,7,http://sm-plastica.ru/services/rekonstruktivnaya-plastika/,"пластической хирургии «СМ-Пластика» выполняет эстетическую коррекцию контуров лица и тела,","реконструктивную пластику",", у странение посттравматических рубцов и дефектов , а также","Dofollow, Content",,"2020-06-08 01:55:07","2020-06-08 01:55:07",,ru,0,0,,2
165,2,29,8,0,http://sm-plastika-43504.pbuy.ru/contacts,"Контакты | «СМ-Пластика»",11,7,http://sm-plastica.ru/services/rekonstruktivnaya-plastika/rekonstruktsiya-posttravmaticheskikh-defektov/,"эстетическую коррекцию контуров лица и тела, реконструктивную пластику , у","странение посттравматических рубцов и дефектов",", а также совместные операции с врачами урологами, гинекологами, отоларингологами,","Dofollow, Content",,"2020-06-08 01:55:07","2020-06-08 01:55:07",,ru,0,0,,2
166,2,30,8,0,https://www.sm-estetica.ru/offers/2149/,"Акция «Неделя пластической хирургии для мужчин» | Специальные предложения СМ-Косметология",24,16,http://sm-plastica.ru/services/esteticheskaya-plastika/,:,mensplasticweek.smclinic.ru,,"Dofollow, Content",,"2019-02-28 23:15:40","2020-04-28 07:51:42",,ru,0,0,,13
167,4,30,8,0,https://www.sm-estetica.ru/offers/archiv/,"Архив акций",53,17,http://blefaroweek.sm-plastica.ru/,,,,"Dofollow, Content",,"2019-02-28 12:59:18","2020-06-05 02:08:53",,ru,0,0,,13
168,3,30,8,0,https://www.sm-estetica.ru/about/news/esteticheskiy-podarok-dlya-milykh-dam/,"Эстетический подарок для милых дам | Клиника «СМ-Косметология»",32,16,http://sm-plastica.ru/,,Подробности,"и запись на консультацию по телефону: +7 (499) 705-55-65.","Dofollow, Content",,"2019-03-05 13:22:00","2020-06-05 22:43:41",,ru,0,0,,13
169,3,30,8,0,https://www.sm-estetica.ru/services/face/plastic_surgery/,"Пластическая хирургия лица",86,29,http://sm-plastica.ru/services/podtyazhka-litsa-feyslifting/podtyazhka-brovey-lifting-pryamaya-i-endoskopicheskaya/,,"Подтяжка бровей",". Позволяет устранить провисание мягких тканей и изменить конфигурацию бровей.","Nofollow, Content",,"2019-02-28 02:34:17","2020-06-08 09:52:10",,ru,0,1,,13
170,3,30,8,0,https://www.sm-estetica.ru/services/face/plastic_surgery/,"Пластическая хирургия лица",86,29,http://sm-plastica.ru/services/podtyazhka-litsa-feyslifting/podtyazhka-kozhi-lba-pryamaya-i-endoskopicheskaya/,,"Подтяжка лба",". Операция, помогающая избавиться от хмурого, угрюмого вида, вызванного появлением","Nofollow, Content",,"2019-02-28 02:34:17","2020-06-08 09:52:10",,ru,0,1,,13
171,2,30,8,0,https://www.sm-estetica.ru/about/news/bezobidnaya-rodinka-ili-melanoma/,"Безобидная родинка или меланома? | Клиника «СМ-Косметология»",32,15,http://sm-plastica.ru/,"но не устраивающие вас исключительно эстетически, можно удалить. Пластические хирурги",«СМ-Пластика»,"могут это сделать как с помощью оперативной хирургии, так и","Dofollow, Content",,"2019-03-05 16:07:40","2020-06-05 22:42:49",,ru,0,0,,13
172,2,30,8,0,https://www.sm-estetica.ru/about/news/mechta-o-krasivoy-grudi-stanovitsya-realnostyu/,"Мечта о красивой груди становится реальностью | Клиника «СМ-Косметология»",31,16,http://sm-plastica.ru/stock/aktsiya-plastika-grudi-2018/,"2018 года по 20 января 2019 года в «СМ-Клиника» проходит","акция «Пластика груди».","В рамках акции на предоперационную подготовку и увеличение груди с","Dofollow, Content",,"2019-02-25 15:31:03","2020-06-05 13:34:12",,ru,0,0,,13
173,2,30,8,0,https://www.sm-estetica.ru/about/news/o-chem-molchat-muzhchiny/,"О чем молчат мужчины? | Клиника «СМ-Косметология»",32,16,http://sm-plastica.ru/services/esteticheskaya-plastika/,"телефону + 7 (495) 241 48 86 и на сайте",mensplasticweek.smclinic.ru,,"Dofollow, Content",,"2019-03-06 02:17:30","2020-06-05 19:01:52",,ru,0,0,,13
174,2,30,8,0,https://www.sm-estetica.ru/about/news/sm-plastika-priglashaet-v-gosti/,"«СМ-Пластика» приглашает в гости! | Клиника «СМ-Косметология»",32,16,http://sm-plastica.ru/about/press-center/news/sm-plastika-zhdet-v-gosti/,"Количество мест ограничено, поэтому спешите записаться и заполнить форму,","пройдя по ссылке",.,"Dofollow, Content",,"2019-03-05 16:02:21","2020-06-05 19:54:38",,ru,0.74,2,,13
175,2,30,8,0,https://www.sm-estetica.ru/services/body/plastic_surgery/,"Пластическая хирургия тела",85,20,http://sm-plastica.ru/services/plastika-grudi/,,"Пластика груди",". Все виды эстетики и реконструкции молочных желез: увеличение (аугментационная","Nofollow, Content",,"2019-02-28 04:03:13","2020-06-07 11:09:18",,ru,0,0,,13
176,2,30,8,0,https://www.sm-estetica.ru/services/body/plastic_surgery/,"Пластическая хирургия тела",85,20,http://sm-plastica.ru/services/plastika-tela/,,"Пластика тела",". Коррекция формы и объема различных зон с учетом индивидуальных","Nofollow, Content",,"2019-02-28 04:03:13","2020-06-07 11:09:18",,ru,0,0,,13
177,2,30,8,0,https://www.sm-estetica.ru/services/body/plastic_surgery/,"Пластическая хирургия тела",85,20,http://sm-plastica.ru/services/rekonstruktivnaya-plastika/rekonstruktsiya-posttravmaticheskikh-defektov/,,"Устранение дефектов мягких тканей",". Снижение выраженности шрамов и последствий травмирования кожи, придание рубцам","Nofollow, Content",,"2019-02-28 04:03:13","2020-06-07 11:09:18",,ru,0,0,,13
178,2,30,8,0,https://www.sm-estetica.ru/services/face/plastic_surgery/,"Пластическая хирургия лица",86,29,http://sm-plastica.ru/,,"Центра пластической хирургии «СМ-Пластика»",,"Dofollow, Content",,"2019-02-28 02:34:17","2020-06-08 09:52:10",,ru,0,1,,13
179,2,30,8,0,https://www.sm-estetica.ru/services/face/plastic_surgery/,"Пластическая хирургия лица",86,29,http://sm-plastica.ru/services/plastika-litsa-i-shei/plastika-nosa-rinoplastika/,,"Пластика носа (ринопластика)",". Операция по исправлению косметических недостатков, дефектов строения и последствий","Nofollow, Content",,"2019-02-28 02:34:17","2020-06-08 09:52:10",,ru,0,1,,13
180,2,30,8,0,https://www.sm-estetica.ru/services/face/plastic_surgery/,"Пластическая хирургия лица",86,29,http://sm-plastica.ru/services/plastika-ushey-otoplastika/,,"Пластика ушей (отопластика)",". Эстетическая коррекция формы, строения и расположения ушных раковин, устранение","Nofollow, Content",,"2019-02-28 02:34:17","2020-06-08 09:52:10",,ru,0,1,,13
181,2,30,8,0,https://www.sm-estetica.ru/services/face/plastic_surgery/,"Пластическая хирургия лица",86,29,http://sm-plastica.ru/services/plastika-vek-blefaroplastika/,,"Пластика век (блефаропластика)",". Самый быстрый способ омоложения, предусматривающий иссечение лишней кожи в","Nofollow, Content",,"2019-02-28 02:34:17","2020-06-08 09:52:10",,ru,0,1,,13
182,2,30,8,0,https://www.sm-estetica.ru/services/face/plastic_surgery/,"Пластическая хирургия лица",86,29,http://sm-plastica.ru/services/podtyazhka-litsa-feyslifting/,"Подтяжка мягких тканей лица (",фейслифтинг,"). Омолаживающая пластика, представляющая собой комплексный лифтинг, устранение дряблости и","Nofollow, Content",,"2019-02-28 02:34:17","2020-06-08 09:52:10",,ru,0,1,,13
183,16,27,8,0,http://www.med-catalog.com/catalog/countries/russia/site/20122.html,"Хотите идеальный носик?",167,4,http://sm-plastica.ru/,В,«СМ-Пластика»,"вы можете получить подробные консультации и сделать пластику носа любого","Dofollow, Content",,"2018-05-20 14:34:34","2020-05-19 09:51:51",,ru,0,0,,2
184,16,27,8,0,http://www.med-catalog.com/catalog/countries/russia/site/19883.html,"Геометрия тела",167,8,http://sm-plastica.ru/services/plastika-grudi/,"К сожалению, многие дамы опасаются прибегать к",маммопластике,"— операции по коррекции груди с помощью имплантатов, считая, что","Dofollow, Content",,"2018-05-18 22:44:19","2020-05-13 14:11:20",,ru,0,0,,2
185,16,27,8,0,http://www.med-catalog.com/catalog/countries/russia/site/19883.html,"Геометрия тела",167,8,http://sm-plastica.ru/services/plastika-tela/plastika-zhivota-abdominoplastika/,,"ластики — пластики живота",". После этой операции вы избавитесь от растяжек, «фартука», подтянете","Dofollow, Content",,"2018-05-18 22:44:19","2020-05-13 14:11:20",,ru,0,0,,2
186,16,27,8,0,http://www.med-catalog.com/catalog/countries/russia/site/19883.html,"Геометрия тела",167,8,http://sm-plastica.ru/services/plastika-tela/uvelichenie-yagodits-glyuteoplastika/,"что, к примеру, притягательный зад Дженнифер Лопес — это продукт","пластики ягодиц",.,"Dofollow, Content",,"2018-05-18 22:44:19","2020-05-13 14:11:20",,ru,0,0,,2
187,12,27,8,0,http://www.med-catalog.com/catalog/countries/russia/site/19965.html,"На 20 лет моложе",167,4,http://sm-plastica.ru/services/podtyazhka-litsa-feyslifting/,"Для проведения эндоскопической","подтяжки лица","и шеи используют эндоскоп (оптоволоконный прибор для диагностики внутренних органов)","Dofollow, Content",,"2018-05-23 18:29:45","2020-05-12 02:16:43",,ru,0,0,,2
188,2,29,8,0,https://kliniki.ru/c-tsentr-plasticheskoi-hirurgii-sm-plastika,"Центр пластической хирургии СМ-Пластика, улица Клары Цеткин, 33, корп. 28 | Клиники.ру",545,6,http://sm-plastica.ru/,"Центр пластической хирургии",«СМ-Пластика»,"выполняет эстетическую коррекцию контуров лица и тела, реконструктивную пластику ,","Dofollow, Content",,"2020-02-13 00:47:56","2020-05-30 15:14:56",,ru,0,0,,1
189,2,29,8,0,https://kliniki.ru/c-tsentr-plasticheskoi-hirurgii-sm-plastika,"Центр пластической хирургии СМ-Пластика, улица Клары Цеткин, 33, корп. 28 | Клиники.ру",545,6,http://sm-plastica.ru/services/rekonstruktivnaya-plastika/,"пластической хирургии «СМ-Пластика» выполняет эстетическую коррекцию контуров лица и тела,","реконструктивную пластику",", у странение посттравматических рубцов и дефектов , а также","Dofollow, Content",,"2020-02-13 00:47:56","2020-05-30 15:14:56",,ru,0,0,,1
190,2,29,8,0,https://kliniki.ru/c-tsentr-plasticheskoi-hirurgii-sm-plastika,"Центр пластической хирургии СМ-Пластика, улица Клары Цеткин, 33, корп. 28 | Клиники.ру",545,6,http://sm-plastica.ru/services/rekonstruktivnaya-plastika/rekonstruktsiya-posttravmaticheskikh-defektov/,"эстетическую коррекцию контуров лица и тела, реконструктивную пластику , у","странение посттравматических рубцов и дефектов",", а также совместные операции с врачами урологами, гинекологами, отоларингологами,","Dofollow, Content",,"2020-02-13 00:47:56","2020-05-30 15:14:56",,ru,0,0,,1
191,14,19,8,0,https://loronline.ru/clinic?p=54,"Лор клиники,больницы и поликлиники",42,6,http://sm-plastica.ru/,,sm-plastica.ru,,Dofollow,,"2020-02-06 03:42:42","2020-04-20 19:19:54",,,0,1,,3
192,64,27,8,0,http://estetmedicina.ru/forum/messages/forum37/topic682/message20375/,"Блефаропластика хирург - посоветуйте | Форум Estetmedicina.ru",218,9,http://sm-plastica.ru/services/plastika-vek-blefaroplastika/,,http://sm-plastica.ru/services/plastika-vek-blefaroplastika/,,Nofollow,,"2020-05-08 21:43:59","2020-05-08 21:43:59",,ru,0,0,,6
193,1,7,7,0,https://www.5dollarsite.com/search/пластическая-хирургия,"пластическая хирургия | «СМ-Пластика»",27,10,https://www.sm-plastica.ru/,"«СМ-Пластика» — клиника пластической хирургии, центр ...",,,Nofollow,,"2020-04-04 18:11:50","2020-04-04 18:11:50",,en,0,0,,8
194,5,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/simultannye-operatsii/rinoplastika-s-gaymorotomiey/,,"РИНОПЛАСТИКА С ГАЙМОРОТОМИЕЙ",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
195,4,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/liiposaktsiya/,,Липосакция,,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
196,4,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-litsa-i-shei/plastika-gub/,,"Пластика губ",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
197,3,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/simultannye-operatsii/rinoplastika-s-vazotomiey/,,"РИНОПЛАСТИКА С ВАЗОТОМИЕЙ",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
198,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/,,«СМ-Пластика»,"— центр пластической хирургии, основными направлениями деятельности которого являются эстетические","Dofollow, Content",,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
199,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/intimnaya-plastika-dlya-zhenshchin/,,"ИНТИМНАЯ ПЛАСТИКА ДЛЯ ЖЕНЩИН",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
200,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-grudi/,,"ПЛАСТИКА ГРУДИ",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
201,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-grudi/korrektsiya-rubtsov-posle-mammoplastiki/,,"Коррекция рубцов после маммопластики",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
202,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-grudi/korrektsiya-soskovo-areolyarnogo-kompleksa/,,"Коррекция сосково-ареолярного комплекса",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
203,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-grudi/lipofiling-grudi/,,"Липофилинг груди",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
204,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-grudi/podtyazhka-grudi-mastopeksiya/,,"Подтяжка груди (мастопексия)",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
205,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-grudi/reendoprotezirovanie-molochnykh-zhelez/,,"Реэндопротезирование молочных желез",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
206,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-grudi/udalenie-biogelya-iz-grudi/,,"Удаление биогеля из груди",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
207,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-grudi/udalenie-implantov/,,"Удаление имплантов",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
208,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-grudi/umenshenie-grudi-reduktsionnaya-mammoplastika/,,"Уменьшение груди (редукционная маммопластика)",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
209,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-grudi/umenshenie-grudi-u-muzhchin-ginekomastiya/,,"Уменьшение груди у мужчин (гинекомастия)",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
210,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-grudi/uvelichenie-grudi-augmentatsionnaya-mammoplastika/,,"Увеличение груди (аугментационная маммопластика)",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
