#,"Total Backlinks","Domain Rating","URL Rating (desc)","Referring Domains","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",TextPre,"Link Anchor",TextPost,Type,"Backlink Status","First Seen","Last Check","Day Lost",Language,Traffic,Keywords,"Js rendered","Linked Domains"
211,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-grudi/vosstanovlenie-molochnoy-zhelezy-rekonstruktivnaya-mammoplastika/,,"Восстанавливающая маммопластика",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
212,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-litsa-i-shei/,,"ПЛАСТИКА ЛИЦА И ШЕИ",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
213,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-litsa-i-shei/endoprotezirovanie-skul/,,"Эндопротезирование скул",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
214,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-litsa-i-shei/lazernyy-lipoliz/,,"Лазерный липолиз",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
215,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-litsa-i-shei/lipofiling-litsa/,,"Липофилинг лица",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
216,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-litsa-i-shei/plastika-nosa-rinoplastika/,,"Пластика носа (ринопластика)",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
217,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-litsa-i-shei/udalenie-biogelya-iz-gub/,,"Удаление биогеля из губ",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
218,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-tela/,,"ПЛАСТИКА ТЕЛА",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
219,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-tela/korrektsiya-pupka-umbilikoplastika/,,"Коррекция пупка",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
220,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-tela/korrektsiya-rubtsov/,,"Коррекция рубцов",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
221,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-tela/lazernoe-lechenie-gipergidroza/,,"Лазерное лечение гипергидроза (повышенной потливости)",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
222,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-tela/lipofiling/,,Липофилинг,,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
223,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-tela/plastika-zhivota-abdominoplastika/,,"Пластика живота (абдоминопластика)",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
224,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-tela/podtyazhka-beder-femoroplastika/,,"Подтяжка бедер (феморопластика)",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
225,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-tela/podtyazhka-kozhi-ruk-i-plechey-brakhioplastika/,,"Подтяжка мягких тканей плеч и рук (брахиопластика)",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
226,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-tela/torsoplastika-bodilifting/,,"Торсопластика (бодилифтинг)",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
227,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-tela/udalenie-biogelya-iz-yagodits-i-goleney/,,"Удаление биогеля из ягодиц и голеней",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
228,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-tela/udalenie-dobrokachestvennykh-novoobrazovaniy/,,"Удаление доброкачественных новообразований",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
229,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-tela/uvelichenie-goleney-kruroplastika/,,"Увеличение голеней (круропластика)",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
230,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-tela/uvelichenie-yagodits-glyuteoplastika/,,"Увеличение ягодиц (глютеопластика)",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
231,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-ushey-otoplastika/,,"Пластика ушей (отопластика)",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
232,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/plastika-vek-blefaroplastika/,,"Пластика век (блефаропластика)",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
233,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/podtyazhka-litsa-feyslifting/,,"Подтяжка лица (фейслифтинг)",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
234,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/rekonstruktivnaya-plastika/,"центр пластической хирургии, основными направлениями деятельности которого являются эстетические и","реконструктивные операции","по коррекции внешности и фигуры.","Dofollow, Content",,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
235,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/rekonstruktivnaya-plastika/rekonstruktsiya-posttravmaticheskikh-defektov/,"эстетическую коррекцию контуров лица и тела, реконструктивную пластику , у","странение посттравматических рубцов и дефектов",", а также совместные операции с врачами урологами, гинекологами, отоларингологами,","Dofollow, Content",,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
236,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/simultannye-operatsii/abdominoplastika-prigryzhesechenii/,,"АБДОМИНОПЛАСТИКА ПРИ ГРЫЖЕСЕЧЕНИИ",,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
237,2,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/simultannye-operatsii/rinoseptoplastika/,​,РИНОСЕПТОПЛАСТИКА,,Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
238,1,27,7,0,http://medexp.ru/clinic/tsentr-plasticheskoy-hirurgii-sm-plastika-19301.html,"Центр пластической хирургии «СМ-Пластика» г. Москва",45,104,http://sm-plastica.ru/services/esteticheskaya-plastika/,"«СМ-Пластика» — центр пластической хирургии, основными направлениями деятельности которого являются",эстетические,"и реконструктивные операции по коррекции внешности и фигуры.",Dofollow,,"2019-03-22 04:54:42","2020-06-03 12:59:37",,ru,0,0,,7
239,2,25,7,0,https://locatus.ru/blefaroplastika/obshchaya-anasteziya/,"Блефаропластика под общим наркозом в Москве от 7 организаций, адреса на карте, телефоны",203,43,http://sm-plastica.ru/,,http://sm-plastica.ru,,Dofollow,,"2020-06-14 23:23:00","2020-06-14 23:23:00",,ru,0,0,,17
240,4,12,7,0,http://pechatniki.info/orgs/press/item-27730?actorId=17238973,"Пресс-релизы - Фирмы - Район Печатники",30,3,http://sm-plastica.ru/stock/plastika-grudi/,"Хотите знать подробности? Заходите:",sm-plastica.ru/stock/plastika-grudi,,Nofollow,,"2020-02-23 11:56:52","2020-03-18 15:59:09",,ru,0,0,,2
241,4,23,7,0,https://cheb.a410.ru/allspecialists/surgeons/saratovtsev-dmitrij-mikhajlovich.html,"Саратовцев Дмитрий Михайлович - А410 - вся продукция Allergan в Чебоксарах",35,11,http://sm-plastica.ru/experts/saratovtsev-dmitriy-mikhaylovich/,WEB:,"перейти на сайт",,Nofollow,,"2018-02-08 21:50:12","2020-03-23 22:58:54",,ru,0,0,,8
242,2,22,7,0,https://sprosidoktora.ru/healthcare/view/7892/,"Центр пластической хирургии «СМ-Пластика» в Россия, г. Москва - Медицинские учреждения",110,9,http://sm-plastica.ru/,,http://sm-plastica.ru,,"Nofollow, Content",,"2018-04-12 15:05:56","2020-06-09 01:10:23",,ru,0,0,,4
243,2,12,7,0,http://m.koptevo.info/orgs/press/item-27730?actorId=17238974,"Пресс-релизы - Фирмы - Район Коптево",30,3,http://sm-plastica.ru/stock/plastika-grudi/,"Хотите знать подробности? Заходите:",sm-plastica.ru/stock/plastika-grudi,,Nofollow,,"2019-05-26 16:42:25","2019-05-26 16:42:25",,ru,0,0,,2
244,4,21,7,0,http://omedrec.com/sm-plastica,"Центр пластической хирургии «СМ-Пластика» - Москва - Omedrec",18,6,https://sm-plastica.ru/,,https://sm-plastica.ru,,Nofollow,,"2019-12-30 14:47:06","2020-06-09 23:40:30",,,0,0,,4
245,4,16,7,0,https://www.infomesto.com/Москва/Медицина_Здоровье_Красота/Пластическая_хирургия_page_16,"Пластическая хирургия в г. Москва - часы и режим работы",54,31,https://sm-plastica.ru/,,"Посетить сайт",,Nofollow,,"2020-01-19 07:16:51","2020-04-08 05:48:00",,ru,0,0,,16
246,2,17,7,0,https://catalog-777.com/predpriyatie/458898/,"Центр пластической хирургии «СМ-Пластика»",32,2,http://sm-plastica.ru/,,sm-plastica.ru,,Nofollow,,"2017-07-12 04:45:17","2020-05-29 02:58:54",,ru,0,0,,1
247,1,17,7,0,https://catalog-777.com/gotourl/aHR0cDovL3NtLXBsYXN0aWNhLnJ1/,,0,1,http://sm-plastica.ru/,,,,"Dofollow, Redirect",,"2017-07-11 17:13:12","2020-04-30 17:34:08",,,0,0,,1
248,2,17,7,0,https://endo-parts.ru/company/partners/,"Партнеры - Endo-parts",60,15,http://sm-plastica.ru/,,http://sm-plastica.ru,,Nofollow,,"2020-05-21 22:51:03","2020-06-14 13:58:34",,ru,0,0,,7
249,2,18,7,0,https://www.krasota-na-million.ru/5-sezon/anastasiya-put-k-sovershenstvu/,"Анастасия. Путь к совершенству - КРАСОТА НА МИЛЛИОН",65,34,http://sm-plastica.ru/,,"Клиника «СМ-Пластика»","и персонально пластические хирурги Христенко Анна Ивановна и Пахилин Дмитрий","Dofollow, Content",,"2020-01-22 16:07:15","2020-05-30 04:34:14",,ru,0,0,,17
250,3,16,7,0,https://www.zdravosil.ru/n/r/292386-liposakciya-v-moskve.html,"Липосакция в москве",201,7,http://www.sm-plastica.ru/services/liiposaktsiya/liposaktsiya-zhivota/,Источник:,"ссылка на страницу",,"Dofollow, Content",,"2020-02-21 20:32:40","2020-04-23 12:04:21",,ru,0,0,,4
251,3,13,7,0,https://serebryaniy-bereg.ru/blefaroplastika-tsena-v-moskve/,"блефаропластика цена в москве – serebryaniy-bereg.ru",31,103,https://www.sm-plastica.ru/upload/iblock/6d6/6d6155a7ef3e6aa8cbb3dc941e6a95c8.jpg,,,,"Dofollow, Image, Content",,"2019-12-12 08:41:11","2019-12-12 08:41:11",,sl,0,0,,69
252,10,9,7,0,http://plastic-review.com/publications/date/2015-04-21/?offset=150,"Риносептопластика: ценность открытия",59,9,https://www.sm-plastica.ru/services/plastika-litsa-i-shei/plastika-nosa-rinoplastika/,,Риносептопластика,"поддерживает структурное единство носа и создает крепкий, функциональный, эстетически приятный","Dofollow, Content",,"2019-10-03 11:02:00","2019-12-13 21:49:39",,ru,0,0,,5
253,1,13,7,0,http://hitech.domstatey.ru/link/56095,"глютеопластика - Высокие технологии",9,3,https://www.sm-plastica.ru/services/plastika-tela/uvelichenie-yagodits-glyuteoplastika/,,глютеопластика,,Dofollow,,"2020-05-05 21:27:15","2020-05-05 21:27:15",,ru,0,0,,3
254,2,12,7,0,http://m.begovoy.ru/orgs/press/item-29140?actorId=17238983,"Пресс-релизы - Фирмы - Район Беговой",29,3,http://sm-plastica.ru/stock/plastika-novie-tseni/,"Оцените привлекательность цен:",sm-plastica.ru/stock/plastika-novie-tseni,,Nofollow,,"2019-09-16 13:46:51","2020-03-05 17:58:52",,ru,0,0,,2
255,4,16,7,0,http://bpages.ru/card/6696248/,"СМ-Пластика, ООО - Клиники - Каталог предприятий Bpages.ru",55,5,http://sm-plastica.ru/,,http://sm-plastica.ru,,Nofollow,,"2019-02-22 11:56:04","2020-05-10 05:10:18",,ru,0,0,,3
256,1,12,7,0,http://m.begovoy.ru/orgs/press/item-53557?actorId=17238983,"Пресс-релизы - Фирмы - Район Беговой",29,1,https://www.sm-plastica.ru/,"Подробнее о пластической хирургии:",sm-plastica.ru,,Nofollow,,"2019-08-05 03:11:00","2020-02-03 17:17:30",,ru,0,0,,1
257,1,13,7,0,https://serebryaniy-bereg.ru/plastika-verkhnego-veka/,"пластика верхнего века – serebryaniy-bereg.ru",32,103,https://www.sm-plastica.ru/upload/iblock/4b1/4b159e16d321489ecfb7a7bebaae5d66.jpg,,"~image credit",,"Dofollow, Image, Content",,"2020-01-09 16:04:36","2020-01-09 16:04:36",,et,0,0,,74
258,18,14,6,0,https://www.press-release.com.ua/releases/view/131320/,"[443] «СМ-Пластика» предоставляет бесплатные консультации пластических хирургов – Пресс-релизы – Служба доставки пресс-релизов",787,3,http://sm-plastica.ru/,Сайт:,http://sm-plastica.ru,,Nofollow,,"2018-12-10 15:58:13","2020-05-31 05:00:19",,ru,0,0,,2
259,2,8,6,0,https://seoaudit.online/smclinic.ru,"Smclinic.ru - Результаты анализа сайта",38,60,http://sm-plastica.ru/services/esteticheskaya-plastika/,,"Пластическая хирургия",,Nofollow,,"2019-07-03 11:16:04","2019-09-22 14:23:07",,ru,0,0,,13
260,12,10,6,0,https://bisgis.ru/item/page/89/,"Пункты - Страница 89 из 149 - BisGis",83,30,http://sm-plastica.ru/,,http://sm-plastica.ru,,Nofollow,,"2019-02-24 00:42:56","2020-06-06 01:21:21",,ru,0,0,,14
261,2,8,6,0,https://mosmediki.ru/listings/sm-plastica/,"Центр пластической хирургии «СМ-Пластика» | МосМедики",48,4,http://sm-plastica.ru/,,"Перейти на сайт",,"Dofollow, Content",,"2020-01-14 01:39:18","2020-06-13 15:10:50",,ru,0,0,,3
262,2,6,6,0,https://letsearch.ru/siteinfo/50077105/similar,"Maya-clinic.ru - похожие сайты, конкуренты | LetSearch.ru",26,14,https://sm-plastica.ru/,,sm-plastica.ru,,Nofollow,,"2020-02-06 18:46:06","2020-05-03 10:27:05",,ru,0,0,,11
263,2,0,6,4,http://alcofans.ru/grud.txt_result/result.html,,0,4880,http://sm-plastica.ru/,643.,sm-plastica.ru,,"Dofollow, Content",,"2018-11-22 03:27:27","2020-05-07 19:32:29",,,0,0,,3522
264,4,9,6,0,https://mybreast.ru/users/sm-plastika,СМ-Пластика,58,11,http://sm-plastica.ru/,,sm-plastica.ru,,Dofollow,,"2019-09-09 12:45:39","2020-05-30 20:26:24",,ru,0,0,,9
265,3,8,6,0,http://plastinform.ru/inform/detail/73833,"Галия Саратовцева о плюсах и минусах липосакции",96,8,http://www.sm-plastica.ru/services/liiposaktsiya/liposaktsiya-zhivota/,,Липосакция,"— это пластическая операция, направленная на улучшение контуров тела путем удаления","Dofollow, Content",,"2019-10-16 12:36:23","2020-04-23 08:09:48",,ru,0,0,,5
266,8,7,6,0,http://p-release.ru/medicina-i-farmacevtika-krasota-i-zdorove/sm-plastika-premiya-luchshiy-plasticheskiy-hirurg-goda,"«СМ-Пластика»: премия «Лучший пластический хирург года» | Все пресс-релизы - бесплатная публикация пресс-релизов",39,4,http://sm-plastica.ru/,,http://sm-plastica.ru,,"Dofollow, Content",,"2020-05-31 13:08:33","2020-05-31 13:08:33",,ru,0,0,,3
267,4,6,6,0,https://medspravka09.ru/clinics/moskva/tsentr-plasticheskoj-hirurgii-sm-plastika,"Центр пластической хирургии «СМ-Пластика» - Медсправка 09",110,7,http://sm-plastica.ru/,Сайт:,sm-plastica.ru,,Dofollow,,"2020-01-01 11:14:19","2020-05-27 09:27:34",,ru,0,0,,5
268,2,1,6,0,https://moskvakatalog.ru/meditsinskie-tsentry/23410/,"Центр пластической хирургии «СМ-Пластика», Москва, ул. Клары Цеткин, д. 33, корп. 28",26,2,http://sm-plastica.ru/,,http://sm-plastica.ru,;,"Nofollow, Content",,"2018-04-19 04:05:45","2020-04-25 19:00:01",,ru,0,0,,1
269,2,6,6,0,https://catcompany.ru/company/city8/cat829/company188079.html,"Центр пластической хирургии «СМ-Пластика» Москва ул. Клары Цеткин д. 33 корп. 28",241,4,http://sm-plastica.ru/,,http://sm-plastica.ru,,Nofollow,,"2019-05-27 06:16:13","2020-06-07 06:26:03",,ru,0,0,,3
270,1,7,6,0,"http://stepankiskin.info/Предоперационная  -f375f1ce/",Предоперационная,32,68,https://www.sm-plastica.ru/upload/iblock/9a0/9a062bc19569bd912af8f985838f2d67.jpg,,Предоперационная,,"Dofollow, Image",,"2020-05-03 15:21:34","2020-05-03 15:21:34",,en,0,0,,40
271,2,5,5,0,https://all.com.ru/out-4992.html,"Страница перехода по внешней ссылке: Сейчас Вы будете перенаправлены на сайт http://sm-plastica.ru/",0,2,http://sm-plastica.ru/,"Сейчас Вы будете перенаправлены на сайт",http://sm-plastica.ru/,,Dofollow,,"2018-12-15 23:16:46","2020-04-17 03:57:13",,,0,0,,1
272,4,4,5,0,https://yumorrr.ru/podtjanut-kozhu-lba/,"Подтянуть кожу лба — Медицина и здоровье",27,2,http://www.sm-plastica.ru/,Источник:,www.sm-plastica.ru,,"Dofollow, Content",,"2020-03-23 07:00:57","2020-03-23 07:00:57",,ru,0,0,,1
273,1,3,5,0,https://medlocal.ru/cncat_jump.php?830,,0,1,http://sm-plastica.ru/,,,,"Dofollow, Redirect",,"2020-06-10 15:54:18","2020-06-10 15:54:18",,,,,,1
274,2,1,4,0,https://ruborg.ru/moscow/klinika-plasticheskoy-hirurgii/sm-plastika-9n3kl6/,"СМ-Пластика — клиника пластической хирургии (Москва, улица Клары Цеткин, 33к28): телефон, сайт и время работы",16,3,http://sm-plastica.ru/,,sm-plastica.ru,,"Nofollow, Content",,"2019-03-07 10:16:13","2020-05-08 22:21:20",,ru,0,0,,2
275,10,1,4,0,http://plastforum.ru/forums/comments/15688?show=1,"Возрастные ограничения в пластике груди - Форум",22,3,http://sm-plastica.ru/services/plastika-grudi/,"рода раньше 18 лет. Это своего рода ограничения по пластике груди",http://sm-plastica.ru/services/plastika-grudi/,,Dofollow,,"2019-01-04 18:49:49","2020-04-27 23:47:51",,ru,0,0,,2
276,2,0,3,0,http://www.venok.com/8a6d8a5z8a5o8a6f8a6g8a5w8a6l8a5t8a6f8a5y8a5o8a6t/8a6j8a5w8a6e8a6h8a6e8a5r8a5w8a6t/8a6k8a5t8a6b8a6p/index.html,"www.venok.com / сказки / ПЛАСТИЧЕСКАЯ ХИРУРГИЯ ЦЕНЫ",44,41,http://sm-plastica.ru/,"Пластика по доступным ценам! (",sm-plastica.ru,"),СМ-Пластика! Современный центр пластической хирургии! Врачи-к.м.н! Скидки!",Nofollow,,"2020-06-09 01:33:54","2020-06-09 01:33:54",,ru,0,0,,29
277,2,0,3,0,https://msk.spravpage.ru/cat/sm-plastika.html,"СМ-Пластика в Москве: отзывы, адреса, время работы, как добраться - msk.spravpage.ru",15,10,http://sm-plastica.ru/,,http://sm-plastica.ru/,,Nofollow,,"2019-11-27 21:59:12","2020-04-21 23:05:05",,ru,0,0,,6
278,2,0,3,0,https://msk.spravpage.ru/cat/sm-klinika-1104481101.html,"СМ-Клиника в Москве: отзывы, адреса, время работы, как добраться - msk.spravpage.ru",16,13,https://sm-plastica.ru/,,https://sm-plastica.ru/,,Nofollow,,"2019-09-09 09:15:13","2020-06-03 16:10:53",,ru,0,0,,6
279,2,0,2,0,https://mos.vrachi.name/organizations/35411/,"«СМ-Клиника» на Войковской (ул. Клары Цеткин), Москва, ул. Клары Цеткин, д. 33 корп. 28",160,3,http://sm-plastica.ru/about/,:,http://sm-plastica.ru/about/,,Dofollow,,"2020-06-07 16:36:45","2020-06-07 16:36:45",,ru,0,0,,2
280,8,0,2,3,http://med-centers.ru/,"Медицинский центр «СМ Клиника» — частная семейная клиника в Москве",0,388,http://sm-plastica.ru/,,"Центр пластической хирургии Центр пластической хирургии",,Dofollow,,"2019-01-11 19:25:59","2020-06-16 02:48:47",,ru,0,11,,17
281,4,0,2,3,http://med-centers.ru/,"Медицинский центр «СМ Клиника» — частная семейная клиника в Москве",0,388,https://sm-plastica.ru/,,"Пластическая хирургия",,Dofollow,,"2019-11-04 09:34:24","2020-06-16 02:48:47",,ru,0,11,,17
282,6,0,0,0,https://digital-rating.ru/company/tekart,"Рейтинг digital-агентств - компания Текарт",24,605,http://blefaroweek.sm-plastica.ru/,,"blefaroweek.sm-plastica.ru blefaroweek.sm-plastica.ru",,"Nofollow, Image",,"2020-04-05 03:31:32","2020-05-27 08:23:24",,,0,0,,376
283,4,0,0,0,https://digital-rating.ru/company/tekart,"Рейтинг digital-агентств - компания Текарт",24,605,http://womenplasticweek.sm-plastica.ru/,,"womenplasticweek.sm-plastica.ru womenplasticweek.sm-plastica.ru",,"Nofollow, Image",,"2020-04-05 03:31:32","2020-05-27 08:23:24",,,0,0,,376
284,2,0,0,0,https://digital-rating.ru/company/tekart,"Рейтинг digital-агентств - компания Текарт",24,605,http://sm-plastica.ru/,,"www.sm-plastica.ru www.sm-plastica.ru",,"Nofollow, Image",,"2020-04-05 03:31:32","2020-05-27 08:23:24",,,0,0,,376
285,6,0,0,0,https://www.plastica.top/msk/plastica/li-aleksandr-gennadevich,"Ли Александр Геннадьевич, хирург — отзывы, контакты, рейтинг — Plastica.Top",77,18,http://sm-plastica.ru/experts/li-aleksandr-gennadevich/,,"Официальный сайт",,Nofollow,,"2019-05-06 03:25:21","2020-05-26 12:57:00",,ru,0,0,,11
286,2,0,0,0,http://188.40.42.68/card/6696248/,"СМ-Пластика, ООО - Клиники - Каталог предприятий Bpages.ru",0,60,http://sm-plastica.ru/,,http://sm-plastica.ru,,Nofollow,,"2019-05-23 18:12:54","2020-05-12 01:10:17",,ru,0,0,,4
287,2,0,0,0,http://drill-moscow.ru/lazernoe-lechenie-gipergidroza-cena/,"Лазерное лечение гипергидроза цена | СтопПотливость",16,16,http://sm-plastica.ru/services/plastika-tela/lazernoe-lechenie-gipergidroza/,Источник:,http://sm-plastica.ru/services/plastika-tela/lazernoe-lechenie-gipergidroza/,,"Dofollow, Content",,"2018-12-11 13:23:03","2020-05-07 22:09:16",,,0,0,,10
288,2,0,0,0,http://iotziv.ru/sm-plastika_22386.html,"СМ-Пластика отзывы сотрудников о работодателе. Положительные и отрицательные.",17,2,http://sm-plastica.ru/,,sm-plastica.ru,,Nofollow,,"2017-09-01 13:41:16","2020-06-14 13:04:50",,,0,0,,1
289,2,0,0,0,http://smplastika.ru/,,0,1,https://www.sm-plastica.ru/,,,,"Dofollow, Redirect",,"2020-05-22 08:31:37","2020-06-12 00:22:52",,,0,0,,1
290,2,0,0,0,http://stroyterminal96.ru/gipergidroz-lazernoe-lechenie/,"Гипергидроз лазерное лечение | Гипергидроза.нет",16,9,http://sm-plastica.ru/services/plastika-tela/lazernoe-lechenie-gipergidroza/,Источник:,http://sm-plastica.ru/services/plastika-tela/lazernoe-lechenie-gipergidroza/,,"Dofollow, Content",,"2018-06-12 14:27:42","2020-05-14 05:39:43",,,0,0,,6
291,2,0,0,0,http://www.sm-plastika.ru/,,0,1,http://www.sm-plastica.ru/,,,,"Dofollow, Redirect",,"2020-05-22 14:12:19","2020-05-22 14:12:19",,,0,0,,1
